2019-02-12 21:27:36,558 [I] 	(at main.py:29) 
2019-02-12 21:28:07,534 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,534 [D]  : : :pass:mbe.c:38	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] |:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,535 [D]  : : :pass:mbe.c:36	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,535 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] -:C:c:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:C:c:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:C:c:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,536 [D] -:C:c:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:C:c:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] |:C:c:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:C:c:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] -:C:c:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,537 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] |:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] -:C:c:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:C:c:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:C:c:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] ┌:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] |:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,538 [D] -:C:c:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] |:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D]  : : :pass:mbe.c:26	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,539 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] -:C:c:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] └:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,540 [D] ┌:C:c:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] |:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D]  : : :pass:mbe.c:21	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] -:C:c:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:C:c:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:F:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] |:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] -:C:c:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:F:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,541 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,542 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:07,543 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:28:07,543 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:28:07,544 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:28:07,544 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:07,544 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:07,544 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:07,544 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:28:07,544 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:28:07,544 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:28:07,544 [D] comp_cached_cnt:81	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] compile_cnt:60	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] execute_cnt:5	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] fail_del_cnt:21	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] iter_idx:3	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] reuse_cnt:16	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] succ_del_cnt:0	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] time:2.2308201789855957	(at logger.py:134) 
2019-02-12 21:28:07,544 [D] deletion:32	(at logger.py:136) 
2019-02-12 21:28:07,545 [I] Iteration 3 finished	(at orbs.py:87) 
2019-02-12 21:28:07,545 [D] total_lines:79	(at logger.py:74) 
2019-02-12 21:28:07,545 [D] iteration_cnt:3	(at logger.py:75) 
2019-02-12 21:28:07,545 [D] comp_cached_cnt:84	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] compile_cnt:392	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] execute_cnt:61	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] fail_del_cnt:73	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] reuse_cnt:38	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] succ_del_cnt:26	(at logger.py:79) 
2019-02-12 21:28:07,545 [D] time:30.841434240341187	(at logger.py:80) 
2019-02-12 21:28:07,545 [D] deletion:32	(at logger.py:82) 
2019-02-12 21:28:07,546 [I] ORBS fin.	(at orbs.py:91) 
2019-02-12 21:28:07,546 [I] ===== END - RUN ==============================================	(at main.py:95) 
2019-02-12 21:28:07,546 [I] 	(at main.py:96) 
